Date,S&P_500,Communication,Cons_Disc,Cons_Staples,Energy,Financials,Healthcare,Industrials,Info_Tech,Materials,Real_Estate,Utilities
2011-10-10,0.034124937,0.021352609,0.035223547,0.015555412,0.044619079,0.051420669,0.025080665,0.036374775,0.034253409,0.041632653,0.051929448,0.020121555
2011-10-11,0.000543983,-0.010168389,0.002930872,-0.002415152,0.000480629,-0.000657659,-0.003570862,0.0035837,0.006331932,0.001665361,-0.018384543,-0.010585377
2011-10-12,0.009794737,0.009615385,0.010580767,0.00825051,0.00770725,0.02668262,0.001752011,0.012811073,0.00533353,0.009779951,0.017514957,-0.001403099
2011-10-13,-0.002973701,0.006349206,-0.001728379,-0.001137405,-0.003088339,-0.023774838,-0.000609481,-0.008941553,0.00995037,-0.005181598,-0.010481466,0.000234178
2011-10-14,0.017380323,0.00558117,0.01724712,0.007275028,0.035761066,0.01414672,0.008803097,0.017934424,0.021253934,0.025507472,0.026265932,0.008604039
2011-10-17,-0.019369906,-0.007158945,-0.019245876,-0.009169414,-0.016921934,-0.03343143,-0.01687431,-0.02687804,-0.01773016,-0.030996345,-0.026432827,-0.002611421
2011-10-18,0.0204187,0.008263793,0.018321986,0.007669635,0.030138441,0.049689441,0.007886857,0.02917546,0.010159266,0.024297051,0.036717807,0.007040205
2011-10-19,-0.012649137,-0.005705102,-0.014452856,-0.003491115,-0.009217047,-0.017113354,-0.003289212,-0.012231536,-0.022049163,-0.029794357,-0.014881942,0.001039982
2011-10-20,0.004554171,-0.001212219,0.004422719,0.004765812,0.006641993,0.018060556,0.000825017,0.006300761,-0.004934291,0.009464189,0.007426787,0.005713956
2011-10-21,0.018808777,0.008172182,0.028041715,0.015548924,0.018264205,0.023653545,0.018693825,0.019254434,0.013329733,0.025489526,0.034346988,0.016470588
2011-10-24,0.012873006,-0.008747994,0.01400876,-0.005629446,0.011495823,0.021804384,0.01391318,0.017221788,0.01940454,0.023332222,0.023487487,-0.0041215
2011-10-25,-0.02004481,-0.017650393,-0.022326675,-0.011415951,-0.020048239,-0.030761556,-0.019720921,-0.020037002,-0.017110266,-0.025126797,-0.017171797,-0.012529055
2011-10-26,0.010536593,0.01087942,-0.003573285,0.008936157,0.022466822,0.0195002,0.014392268,0.007195526,0.004158607,0.01933082,0.012077295,0.006602365
2011-10-27,0.034291465,0.02519364,0.026504532,0.012537034,0.038611897,0.061644604,0.022214167,0.043961096,0.031277088,0.053193482,0.047812251,0.021274169
2011-10-28,0.000389229,0.004533164,-0.006542383,-0.001971232,0.004691092,-0.002166218,0.002938048,-0.000271021,0.002825057,0.007158101,0.006301723,-0.006310734
2011-10-31,-0.024737567,-0.017021613,-0.015184937,-0.012776595,-0.044292701,-0.038547072,-0.019319158,-0.024839038,-0.018555597,-0.04193705,-0.01116644,-0.006463216
2011-11-01,-0.027942233,-0.016188789,-0.022398234,-0.017287192,-0.031109395,-0.047141756,-0.019828496,-0.030510477,-0.02841893,-0.025618578,-0.036166641,-0.019685485
2011-11-02,0.016104672,0.01285305,0.0114225,0.00814353,0.028520748,0.028089238,0.006200247,0.017957633,0.011280123,0.022178087,0.019316023,0.016503174
2011-11-03,0.018781808,0.01632719,0.012934997,0.012274391,0.024900688,0.01860805,0.011880206,0.024542254,0.02428837,0.020632865,0.012270892,0.011580381
2011-11-04,-0.006279983,-0.00787339,-0.003370714,-0.005080889,-0.001418037,-0.014018434,-0.008076586,-0.007011032,-0.005515616,-0.001269151,-0.013503146,-0.005443322
2011-11-07,0.006295732,0.008256513,0.004520325,0.006704681,0.00721386,0.004422054,0.011680237,0.001765133,0.006517978,0.007533811,0.003421994,0.006319472
2011-11-08,0.0117356,0.003180156,0.010910033,0.010207892,0.013516054,0.019282211,0.009359733,0.010295744,0.011538643,0.011126126,0.011936134,0.00476591
